sample_idx,orient_idx,setpoint,wall_r,roof_r,fr1_kh,fr2_kwh,fr1_SPACE1-1_kh,fr1_SPACE2-1_kh,fr1_SPACE3-1_kh,fr1_SPACE4-1_kh,fr1_SPACE5-1_kh
155,1,25.86113477218896,2.2235836628824472,2.3746191086247563,1133.0205407705025,63361.16,154.2053353939055,469.307098478186,465.08805468077355,44.42005221763751,0.0
156,2,25.067691172473133,0.565340681001544,3.641440650448203,3187.246469623957,66594.5,127.39538282911117,1088.8882519208726,976.7579372451771,994.2048976287966,0.0
157,1,25.067691172473133,0.565340681001544,3.641440650448203,2673.0798485649343,67133.39,435.4235262465152,1034.2353695965128,960.773751507734,242.64720121417275,0.0
158,2,24.8134678369388,0.565340681001544,3.641440650448203,3545.5764599873205,66730.61,170.53562942481798,1182.0914575594204,1094.7738871651852,1098.1754858378968,0.0
159,2,25.067691172473133,0.8207276836037636,3.641440650448203,2861.4861935944855,65041.72,102.07202843202633,988.758250213683,880.4714016807001,890.184513268076,0.0
160,2,25.067691172473133,0.565340681001544,1.2952000657096505,3842.5130843584307,71755.61,243.61218844969972,1283.8347713008413,1155.1660098894647,1147.4310843884734,12.469030329951718
161,1,24.8134678369388,0.8207276836037636,1.2952000657096505,3355.7583747261447,70630.61,595.7011211091545,1220.5621229427757,1111.749552367147,412.49036936256067,15.255208944507233
162,1,23.75916810054332,1.9051897805184126,1.2128419522196054,4773.347598245533,68480.61,840.5599637712533,1653.430284364303,1426.5407481038085,692.2509470462136,160.56565495995397
163,3,23.75916810054332,1.9051897805184126,1.2128419522196054,4744.734260778309,68538.94,724.5816414299514,689.5887255341027,1510.0707741451013,1635.068686035324,185.42443363382944
164,1,23.70783865544945,1.9051897805184126,1.2128419522196054,4897.597398444921,68519.5,862.0434427519536,1693.185831443836,1454.1508719229435,714.178103903252,174.0391484229355
165,1,23.75916810054332,1.742724198848009,1.2128419522196054,4843.019711542903,68772.28,855.4256328578598,1674.1999226907885,1445.671232545917,703.8407528107017,163.88217063763565
166,1,23.75916810054332,1.9051897805184126,3.5657412772998214,3872.646391358362,63430.61,624.3241667831946,1507.9540707317622,1232.5698087883559,483.67593067534676,24.12241437970264
167,3,23.70783865544945,1.742724198848009,3.5657412772998214,3957.1353600789557,63666.72,569.0551196121943,503.36664376040846,1296.5214579628343,1536.6657227597884,51.52641598373005
168,0,24.5273726163432,2.395761528983712,1.4519155258312821,2580.761315482531,65472.27,273.9059341758344,935.4896305908127,312.4168002836425,1049.900953210337,9.047997221903959
169,3,24.5273726163432,2.395761528983712,1.4519155258312821,2884.105605560232,66213.94,357.12705968276487,351.628999523152,1090.0461089636317,1056.6380927831597,28.665344607523757
170,0,24.42674287594855,2.395761528983712,1.4519155258312821,2722.769592092406,65536.16,301.0512934199132,978.7356786818468,341.47831590770926,1087.9051971452018,13.599106937735277
171,0,24.5273726163432,0.7168357707560062,1.4519155258312821,3457.535983690468,69688.94,435.2347798577117,1235.1689849750796,436.81772584360755,1330.0984982708962,20.21599474317278
172,0,24.5273726163432,2.395761528983712,1.7049679961055517,2451.084038419679,64636.16,246.19023788588822,905.7639996198764,283.1422685943485,1012.0250792438104,3.9624530757556276
173,3,24.42674287594855,0.7168357707560062,1.7049679961055517,3856.710780958045,69669.5,566.779011314672,503.86550421276223,1348.1740784488798,1389.8424129785276,48.04977400320344
174,2,24.346779053099453,1.0715340618044138,3.506279435940087,3712.0438160371573,64561.16,215.64765665686215,1193.0471311946421,1180.6042711825332,1120.4841338443714,2.2606231587485546
175,1,24.346779053099453,1.0715340618044138,3.506279435940087,3215.3387688413977,64988.94,525.5506785028165,1230.143036926586,1096.6815741104247,362.1387762503313,0.8247030512390348
176,2,25.617978312075138,1.0715340618044138,3.506279435940087,2045.9515805597753,63930.61,37.77591124600023,760.8811778242487,613.8623146314236,633.4321768581028,0.0
177,2,24.346779053099453,1.8583157882094383,3.506279435940087,3269.7403737675754,62858.38,169.79853515930535,1058.1536153543657,1059.0905588776786,982.0933053999039,0.6043589763221853
178,2,24.346779053099453,1.0715340618044138,3.998971026390791,3644.6091607583658,64158.38,201.77259919767874,1171.0817076283042,1165.768836011645,1105.0678611925728,0.9181567281654264
179,1,25.617978312075138,1.8583157882094383,3.998971026390791,1239.163109216391,62219.49,160.76074793573864,510.76127885381754,521.4941548647138,46.14692756212085,0.0
180,3,25.603301999159157,1.5289391819387674,1.803816151805222,1645.2002015724888,65697.27,115.31520254199883,114.0075757383862,769.7696878379427,646.107735454161,0.0
181,0,25.603301999159157,1.5289391819387674,1.803816151805222,1505.565219200501,64997.27,80.57140907234796,590.2459096681645,93.6415846281642,741.1063158318242,0.0
182,3,25.085898434743285,1.5289391819387674,1.803816151805222,2198.8840008177713,65955.61,219.49968057825845,210.18323548018682,924.6831619967144,843.4258183045647,1.0921044580471504
183,3,25.603301999159157,1.1899018082767725,1.803816151805222,1789.3473065625278,66572.28,139.39537090843763,131.982919082201,814.6286028184022,703.3404137534869,0.0
184,3,25.603301999159157,1.5289391819387674,2.729441300034523,1445.35650735659,63863.94,86.92171225815711,79.19907080331,701.9895985956166,577.2461256995065,0.0
185,0,25.085898434743285,1.1899018082767725,2.729441300034523,1922.0855301818442,64300.05,135.65964189146297,770.3685945446832,145.31128855085123,870.7460051948468,0.0
186,1,23.546243558637798,0.9390888307243586,3.154469915665686,5081.803058864623,66386.16,870.5486545607076,1876.7765020714755,1537.0589332579289,704.1050034085649,93.3139655659461
187,2,23.546243558637798,0.9390888307243586,3.154469915665686,5616.864560431098,65919.5,492.57392486490346,1626.7540774138984,1807.5616722681577,1582.5385131247253,107.43637275941276
188,1,23.271273981779814,0.9390888307243586,3.154469915665686,5866.308827734533,66558.39,997.6296785824201,2139.992591431538,1696.1495768709444,843.8112332026828,188.7257476469474
189,1,23.546243558637798,2.361900230869651,3.154469915665686,4298.398494519538,63402.83,693.8735326509249,1661.2377389906696,1315.7013079319786,562.7558875278769,64.83002741808822
190,1,23.546243558637798,0.9390888307243586,1.9414366949349642,5467.472388384793,68552.83,963.5849452339315,1933.84622439155,1619.1718167261965,790.7785124471704,160.0908895859443
191,2,23.271273981779814,2.361900230869651,1.9414366949349642,5964.652900944299,65255.61,585.0388283146435,1643.9228825358675,1914.9483502576336,1587.592874093048,233.14996574310587
192,1,24.59717644378543,1.216286363080144,3.879285043105483,2666.436043584204,64075.05,416.34618402161914,1040.3966354914778,951.3001338702617,258.39309020084545,0.0
193,1,24.59717644378543,1.216286363080144,3.879285043105483,2666.436043584204,64075.05,416.34618402161914,1040.3966354914778,951.3001338702617,258.39309020084545,0.0
194,1,23.658392403274775,1.216286363080144,3.879285043105483,4427.090398307461,64630.61,734.265605488548,1691.6335225377954,1378.4370147516931,579.3755038298318,43.37875169959382
195,1,24.59717644378543,1.085568131878972,3.879285043105483,2757.502288714161,64480.61,435.5427935524884,1070.7817822492839,977.9284631424874,273.24924976990116,0.0
196,1,24.59717644378543,1.216286363080144,2.3468640204519033,2929.333579574913,65877.83,486.66662459635654,1106.7348389125805,1010.3957946823352,324.39115188772854,1.1451694959122358
197,1,23.658392403274775,1.085568131878972,2.3468640204519033,4873.168419922157,66941.72,844.6030303951602,1771.8188388437745,1482.873544669115,678.8634860450725,95.00951996903436
198,3,24.417418455705047,2.2514365781098604,1.0818620417267084,3392.2833179231793,68291.72,457.4088797431737,452.3658674053196,1215.06268205337,1195.5395674892325,71.90632123208346
199,2,24.417418455705047,2.2514365781098604,1.0818620417267084,3944.1241432416373,67938.94,320.49560352322044,1253.8267961557178,1190.1742401514473,1116.5788860593789,63.048617351872736
200,3,24.86291408352554,2.2514365781098604,1.0818620417267084,2671.7887449430373,67986.17,310.7246087822473,318.4638365018444,1046.110591777709,972.2178855466414,24.271822334595065
201,3,24.417418455705047,2.47607153467834,1.0818620417267084,3334.9005615350893,68044.5,445.2222947724358,443.20610647840084,1199.6814553141473,1176.6886548827742,70.10205008733098
202,3,24.417418455705047,2.2514365781098604,3.0763914845883846,2538.4334456613365,63066.72,291.74703992830086,262.16312264603863,982.3594899195932,998.9315125888515,3.2322805785521984
203,2,24.86291408352554,2.47607153467834,3.0763914845883846,2418.9590603830907,62327.83,83.06494291143586,842.541052384657,761.4499483794249,731.903116707573,0.0
204,2,25.487067786976695,0.8335974980145693,2.777836525812745,2468.7585807160317,65758.39,70.91912447196839,891.2736554178109,745.8808915010484,760.6849093252039,0.0
205,2,25.487067786976695,0.8335974980145693,2.777836525812745,2468.7585807160317,65758.39,70.91912447196839,891.2736554178109,745.8808915010484,760.6849093252039,0.0
206,2,25.81754769384861,0.8335974980145693,2.777836525812745,2122.2048319954324,65636.16,42.703801553758154,794.931993769387,633.6204107078868,650.9486259644005,0.0
207,2,25.487067786976695,0.5740985982120037,2.777836525812745,2771.9259294425683,67352.83,90.40550571217436,985.1574881869695,837.0320985320241,859.3308370114005,0.0
208,2,25.487067786976695,0.8335974980145693,3.5936338007450104,2357.9824913496564,64833.39,57.3567680552698,853.5003301189746,712.1591298539429,734.9662633214691,0.0
209,2,25.81754769384861,0.5740985982120037,3.5936338007450104,2302.4547811764364,66255.61,46.32348787628223,848.5013141988071,687.5521962726523,720.0777828286949,0.0
210,0,23.427915278822184,1.634369583800435,2.183402558788657,4413.63535325189,65180.61,646.1021683871859,1477.6225042411909,658.9665092970512,1518.3970930876903,112.5470782387709
211,0,23.427915278822184,1.634369583800435,2.183402558788657,4413.63535325189,65180.61,646.1021683871859,1477.6225042411909,658.9665092970512,1518.3970930876903,112.5470782387709
212,0,24.01621020026505,1.634369583800435,2.183402558788657,3259.655837313419,64816.72,401.4831739825868,1171.5407832446745,429.8126394059668,1237.140385471288,19.678855208902796
213,0,23.427915278822184,1.9951206296682358,2.183402558788657,4256.198787140764,64625.05,615.0424342935227,1428.4858228900591,634.922743859857,1470.8570018143866,106.89078428293837
214,0,23.427915278822184,1.634369583800435,1.3582939226180315,4926.464414202514,67697.28,742.7014454962836,1582.6930031019524,763.4762991033061,1645.5613815769104,192.0322849240613
215,0,24.01621020026505,1.9951206296682358,1.3582939226180315,3560.6261392452184,66675.05,465.3734189347265,1219.266840760149,503.7233628763415,1311.8716306591336,60.39088601486763
216,1,25.696697732433677,2.127139052376151,1.940542426891625,1367.9323898282669,64394.5,200.1444303610539,556.4990834179468,535.1694512265735,76.11942482269251,0.0
217,0,25.696697732433677,2.127139052376151,1.940542426891625,1255.7786978962224,63700.05,49.507544121356254,494.09707055078036,63.90241039495419,648.2716728291316,0.0
218,1,23.227698721922934,2.127139052376151,1.940542426891625,5646.877406974809,65877.83,950.0002380837319,2033.9770271406924,1604.4386330046943,821.6528688289285,236.8086399167627
219,1,25.696697732433677,0.9663329720497131,1.940542426891625,1817.7674697321365,67141.72,287.32797481108025,726.8563052424677,679.2519876775813,124.3312020010073,0.0
220,1,25.696697732433677,2.127139052376151,3.9096473110839725,1123.3010929100267,61911.16,141.2721271157961,464.9353579610898,481.8344205876188,35.25918724552213,0.0
221,0,23.227698721922934,0.9663329720497131,3.9096473110839725,4930.397863891445,64830.61,763.2866616545049,1644.9942237762984,734.107699465725,1644.3840976976505,143.62518129726615
222,2,23.26547473296523,1.3419877048581839,2.910741829313338,6115.200907267232,65113.94,573.2274062895063,1690.373556496679,1994.4658077323088,1655.4437985528816,201.69033819585638
223,2,23.26547473296523,1.3419877048581839,2.910741829313338,6115.200907267232,65113.94,573.2274062895063,1690.373556496679,1994.4658077323088,1655.4437985528816,201.69033819585638
224,2,25.1294737001881,1.3419877048581839,2.910741829313338,2501.7906875742538,64011.16,82.2725408653747,884.2177324725346,769.5424284835691,765.7579857527754,0.0
225,2,23.26547473296523,1.6068344675004482,2.910741829313338,5949.215896122689,64547.27,551.6514550281428,1641.2781293067248,1955.562702134863,1605.5191507915251,195.20445886143278
226,2,23.26547473296523,1.3419877048581839,1.6978121669963002,6596.298979368843,67672.28,676.7782552256373,1820.747523256769,2051.434455862642,1765.2855725809025,282.0531724428927
227,2,25.1294737001881,1.6068344675004482,1.6978121669963002,2689.921738602629,65802.83,119.884257218488,947.3747080106791,822.8001414676869,799.8451992404501,0.017432665324434993
228,3,25.184736479073763,1.7605591472238302,1.5891377413645387,2080.979822541062,66141.72,195.05767912090647,194.60202668770236,893.9248886278383,796.4036728585693,0.9915552460455306
229,3,25.184736479073763,1.7605591472238302,1.5891377413645387,2080.979822541062,66141.72,195.05767912090647,194.60202668770236,893.9248886278383,796.4036728585693,0.9915552460455306
230,3,25.568543163128197,1.7605591472238302,1.5891377413645387,1676.7358870366888,65952.83,120.09966353413671,123.58577127707007,779.7057462798984,653.3447059455838,0.0
231,3,25.184736479073763,1.4394294153898954,1.5891377413645387,2204.8354364721904,66791.72,218.81647172496702,212.9146831238988,929.7931572854932,841.8340900153729,1.4770343224587874
232,3,25.184736479073763,1.7605591472238302,2.030806035734713,1922.3403818212955,64888.94,167.60595391868821,160.05916337905774,845.9546696000735,748.7205949234759,0.0
233,3,25.568543163128197,1.4394294153898954,2.030806035734713,1646.0283848013628,65319.5,116.57942483618335,111.18981702138085,768.7213514087531,649.5377915350456,0.0
234,1,23.877048624679446,0.7097883131355047,3.2622376205399632,4549.8476386947195,67227.83,790.7469688206651,1681.8475171898378,1435.151942435303,606.2708394324671,35.83037081644645
235,1,23.877048624679446,0.7097883131355047,3.2622376205399632,4549.8476386947195,67227.83,790.7469688206651,1681.8475171898378,1435.151942435303,606.2708394324671,35.83037081644645
236,1,24.476178030483425,0.7097883131355047,3.2622376205399632,3405.1973370583037,66838.94,575.1338368589453,1282.060895107338,1154.7117177846947,392.0811705714389,1.2097167358864507
237,1,23.877048624679446,2.1104495394974947,3.2622376205399632,3599.4615324062843,63375.05,578.6793210031115,1400.0641025666825,1166.3611216390152,439.6126302261635,14.744356971311408
238,1,23.877048624679446,0.7097883131355047,2.7369174575433135,4667.268412710944,67925.05,819.6635279888387,1702.8983590757568,1460.6070088936187,633.4679422441698,50.63157450856013
239,1,24.476178030483425,2.1104495394974947,2.7369174575433135,2633.6979804499438,63611.16,414.68902556960154,1020.4908015471444,925.176800312978,273.2462694061317,0.09508361408825738
240,1,25.43716300558299,1.9448608066886663,3.067386875860393,1455.9496080963177,62930.61,203.90895591829266,591.8899563377121,583.3221080842642,76.82858775604879,0.0
241,3,25.43716300558299,1.9448608066886663,3.067386875860393,1420.6865885908041,62858.38,85.52661041520496,76.76232846998457,689.9243973593535,568.4732523462611,0.0
242,1,23.89966876618564,1.9448608066886663,3.067386875860393,3645.719599610644,63777.83,593.2464752210575,1405.2991421751926,1180.1183558917828,450.59621522070444,16.459411101906632
243,1,25.43716300558299,0.8641637526452541,3.067386875860393,1956.23264022444,65719.5,301.66655533677425,779.6486747702597,741.5045965244944,133.41281359291165,0.0
244,1,25.43716300558299,1.9448608066886663,3.771740355528891,1388.2610845788638,62322.27,186.55246887522333,568.3874197160438,568.6719728450726,64.64922314252405,0.0
245,3,23.89966876618564,0.8641637526452541,3.771740355528891,4114.1678903172515,65738.94,618.2782770479866,529.4558801975406,1369.1791569875256,1558.9964702843395,38.25810579985924
246,2,23.74128031451255,0.5268980916589499,1.7868266990408301,6228.702148248116,71005.61,594.469504492746,1828.7090036962345,1882.8666638824777,1760.921475090582,161.73550108607557
247,1,23.74128031451255,0.5268980916589499,1.7868266990408301,5652.562492718344,71572.28,1026.1849874067063,1963.3370628908156,1691.50615634944,821.3148634143239,150.21942265705937
248,2,25.743499267846346,0.5268980916589499,1.7868266990408301,2781.434810030627,69800.06,97.92808234898868,1000.5452996276051,836.7095852240723,846.251842829961,0.0
249,2,23.74128031451255,1.6914336681365967,1.7868266990408301,5052.745821237964,66258.39,454.3622964369609,1493.5548148646724,1579.5373923122154,1410.9393920355176,114.35192558859774
250,2,23.74128031451255,0.5268980916589499,1.5539084961637855,6371.046660581185,71847.28,622.0094811187922,1862.6598311510886,1908.2529020645616,1790.9439363036724,187.18050994306995
251,1,25.743499267846346,1.6914336681365967,1.5539084961637855,1546.7617944212616,66191.72,239.09479329810182,623.3684838597206,583.1315189699845,101.16699829345451,0.0
252,2,24.728912298567593,2.077549671754241,3.465943946503103,2636.7796563550405,62413.94,98.5657465694731,898.0889959808621,837.130916797772,802.9939970069335,0.0
253,0,24.728912298567593,2.077549671754241,3.465943946503103,1853.963020018039,62147.27,124.98559606066429,753.8925940731499,146.12185278207266,828.9629771021522,0.0
254,2,24.55296783335507,2.077549671754241,3.465943946503103,2883.260216943228,62505.61,124.97032775040823,959.8028314197829,925.2136904235338,873.273367349503,0.0
255,2,24.728912298567593,1.3521460760384798,3.465943946503103,2932.590809457861,63605.61,122.15715840747197,989.0112961429871,922.686010576734,898.7363443306676,0.0
256,2,24.728912298567593,2.077549671754241,1.7878079740330577,3032.8637505083343,65013.94,167.4519078090747,1025.6608990065404,940.0214028110189,896.1817802952166,3.547760586483361
257,0,24.55296783335507,1.3521460760384798,1.7878079740330577,2738.7477794127485,66013.94,295.50423335973574,1011.8677841402945,318.6484782474393,1108.0299753683996,4.697308296879522
258,1,24.162424105219543,1.3939650859683752,1.388361449353397,3998.297258563796,68400.05,705.8154936102692,1420.5941150512172,1262.8361049066502,544.4311606906148,64.62038430504427
259,2,24.162424105219543,1.3939650859683752,1.388361449353397,4544.423803204839,68033.39,385.74028974653856,1405.6069272897455,1378.674561009573,1295.7627610262275,78.63926413275404
260,1,23.40265715122223,1.3939650859683752,1.388361449353397,5817.693511798519,69000.06,1023.0925456868426,2004.8924932815498,1669.2741184607887,868.2491397791582,252.18521459017967
261,1,24.162424105219543,2.2113976012915373,1.388361449353397,3655.2425752030226,66897.28,633.4661309800192,1312.91089678755,1166.6188013592546,488.8589317773886,53.38781429880993
262,1,24.162424105219543,1.3939650859683752,2.5113602029159665,3514.762304636327,65383.39,590.2318542117738,1319.140377264471,1158.868522197298,433.8143363972445,12.707214565539966
263,2,23.40265715122223,2.2113976012915373,2.5113602029159665,5405.648124591731,64172.27,488.1685038405416,1523.6199668504653,1773.851841305619,1471.083011162355,148.92480143275023
264,0,24.89460296649486,0.8991814572364092,1.2531558386981487,2859.393315507302,69372.28,321.63678831723513,1040.0587747556897,329.4708667803349,1161.0864847671635,7.140400886878314
265,2,24.89460296649486,0.8991814572364092,1.2531558386981487,3719.307617233793,69941.72,247.39947650427672,1234.9347833837817,1121.758437144613,1097.1149375694852,18.09998263163591
266,0,24.213141470216215,0.8991814572364092,1.2531558386981487,3921.9232271420847,69841.72,532.4755549065796,1347.1910403621457,542.405916776598,1439.7843565346263,60.06635856213483
267,0,24.89460296649486,1.2490162830799818,1.2531558386981487,2615.2368954713547,68075.05,278.05604514284846,954.2018232348213,295.8955081245034,1081.9654357503666,5.1180832188146885
268,0,24.89460296649486,0.8991814572364092,2.196826182305813,2456.584035057786,66313.94,232.3302238438655,944.8849339598379,238.43928513178693,1040.9295921222958,0.0
269,2,24.213141470216215,1.2490162830799818,2.196826182305813,4122.078938242759,65925.05,298.98984713734103,1300.0409205542599,1287.7416122870156,1209.6270413668042,25.679516897338537
270,2,23.950184906832874,1.5671453047543764,3.7050619050860405,4092.846294633013,63380.61,276.806333921959,1255.3917407398508,1348.2948863690212,1197.4374253544495,14.91590824773288
271,1,23.950184906832874,1.5671453047543764,3.7050619050860405,3599.750124582044,63763.94,581.8348473711817,1396.915840101725,1178.3629836563937,433.7847940689003,8.851659383843424
272,2,25.26594399753958,1.5671453047543764,3.7050619050860405,2136.2384625370455,62700.05,48.95925411713828,773.4731925088158,654.6657059103625,659.140310000729,0.0
273,2,23.950184906832874,2.326288105919957,3.7050619050860405,3799.6021938136846,62380.61,243.08515768812407,1166.5386271828233,1272.0444213586961,1106.678205909083,11.255781674957657
274,2,23.950184906832874,1.5671453047543764,2.9438860062509775,4234.508531179904,64150.05,308.1473872409202,1299.0109958936926,1371.2757616446104,1229.979501668624,26.094884732057093
275,1,25.26594399753958,2.326288105919957,2.9438860062509775,1548.7396160466692,62697.27,219.44822774135545,626.5070835318634,611.5444227638142,91.23988200963616,0.0
276,3,25.9749235836789,1.01576136238873,2.4017570093274117,1419.747707877728,65647.27,78.45901917069254,72.09917756960625,698.6719007024711,570.5176104349582,0.0
277,1,25.9749235836789,1.01576136238873,2.4017570093274117,1437.9093854723244,65855.61,211.91055791151953,590.7019668716998,564.729145922686,70.56771476641893,0.0
278,3,25.05984267126769,1.01576136238873,2.4017570093274117,2334.478525141294,66052.83,249.860152085462,218.09253328192597,960.7054030615953,905.6527697427074,0.1676669696032853
279,3,25.9749235836789,0.7211978882551193,2.4017570093274117,1622.9808162412992,67075.05,110.00326199273107,93.26644346388335,764.8391625055825,654.8719482791024,0.0
280,3,25.9749235836789,1.01576136238873,3.3626748006790876,1290.2849813817102,64363.94,61.72335878016323,52.52261022638002,652.131373681707,523.9076386934598,0.0
281,1,25.05984267126769,0.7211978882551193,3.3626748006790876,2510.794947962908,66327.83,403.1864694401364,976.0550681390016,910.4650250055378,221.08838537823212,0.0
282,1,23.15697040129453,2.4493446964770555,2.556552018970251,5542.950820041423,64327.83,901.0306288923646,2058.1980960625096,1566.0406541359273,790.706594399377,226.9748465512446
283,3,23.15697040129453,2.4493446964770555,2.556552018970251,5465.569412276894,64358.38,839.7419540871675,776.5985556971466,1580.9412929776865,2028.7579708510134,239.52963866387967
284,1,23.10678566712886,2.4493446964770555,2.556552018970251,5712.840137924242,64358.38,925.6306679509123,2113.8879284714526,1597.5319309205167,820.8190665862547,254.9705439951055
285,1,23.15697040129453,1.8304513208568096,2.556552018970251,5758.71911380893,65102.83,950.9150824516096,2113.1163274968944,1627.5034514887927,830.1885034170383,236.99574895459457
286,1,23.15697040129453,2.4493446964770555,1.1214297600090504,6342.737530783962,68772.28,1099.9973775935027,2149.9458761712726,1747.8189164326504,970.7370895810644,374.2382710054715
287,3,23.10678566712886,1.8304513208568096,1.1214297600090504,6675.772404505276,69755.61,1083.4806462078698,1031.5979246205409,1891.3707900886984,2243.3287746038955,425.9942689842717
288,1,25.853682653978467,0.6230814140290022,1.7341239182278514,2027.6489116913287,69702.83,332.7840451505826,807.2560209264384,739.6077177934144,148.00112782089323,0.0
289,0,25.853682653978467,0.6230814140290022,1.7341239182278514,1835.8603378630596,68566.72,122.85050293800246,723.6527978629306,118.22659360932637,871.1304434528001,0.0
290,1,25.358073750510812,0.6230814140290022,1.7341239182278514,2601.090472171471,69886.17,442.77416453892045,994.5642790820648,914.3231333256142,249.42889522487135,0.0
291,1,25.853682653978467,2.4277331307530403,1.7341239182278514,1229.703842108474,64538.94,177.74730790925506,505.33090457393394,484.1170891594298,62.508540465855226,0.0
292,1,25.853682653978467,0.6230814140290022,3.2567798532545567,1754.7662204371939,66777.83,266.59872891332316,712.672177020072,677.5990745632745,97.8962399405243,0.0
293,0,25.358073750510812,2.4277331307530403,3.2567798532545567,1257.276875029282,61691.72,43.309839051169384,522.353454247527,58.60622764891891,633.0073540816668,0.0
294,3,23.037835329771042,1.9082478117197752,3.4131273394450545,5879.003697507707,63952.83,924.1251706896606,835.9160248145349,1634.7450387694134,2191.997509664774,292.2199535693244
295,2,23.037835329771042,1.9082478117197752,3.4131273394450545,6466.898980665997,63627.83,615.7486197761253,1695.8172557988298,2160.6557955110793,1679.5114692408426,315.16584033912125
296,3,24.31112091988325,1.9082478117197752,3.4131273394450545,2748.8806006332998,63194.5,334.8965076565391,294.3670413737298,1031.979046951603,1082.9596002902044,4.678404361223534
297,3,23.037835329771042,1.005004096776247,3.4131273394450545,6453.258299488499,66027.83,1055.7007304639435,944.4756063659183,1797.8401766210382,2340.250242629492,314.99154340810765
298,3,23.037835329771042,1.9082478117197752,1.0390867423266172,6960.592739340064,70227.83,1135.8439543082748,1085.277240862299,1946.400819504287,2319.0078289974795,474.0628956677239
299,2,24.31112091988325,1.005004096776247,1.0390867423266172,4845.48978966361,71119.5,429.969105535133,1497.0443343744118,1436.317721575695,1376.0910428304853,106.06758534788507
300,2,25.06193622201681,1.4911258947104216,2.085572591982782,2694.70085140185,65061.16,112.7631271957868,943.7982672361969,827.8190887688688,810.3203682009975,0.0
301,2,25.06193622201681,1.4911258947104216,2.085572591982782,2694.70085140185,65061.16,112.7631271957868,943.7982672361969,827.8190887688688,810.3203682009975,0.0
302,2,23.017229398712516,1.4911258947104216,2.085572591982782,7115.580865171085,66402.83,739.6476613579827,1887.8435524525867,2264.795062469365,1853.3597480112026,369.9348408799484
303,2,25.06193622201681,1.9155273493379354,2.085572591982782,2529.5654893720734,64319.5,100.31540040052157,893.8598326178628,779.3682256205478,756.0220307331413,0.0
304,2,25.06193622201681,1.4911258947104216,2.302629778161645,2636.537137496482,64625.05,103.70819349436752,925.1501184093038,811.3766662788622,796.3021593139484,0.0
305,2,23.017229398712516,1.9155273493379354,2.302629778161645,6810.150425241094,65177.83,691.2307397886391,1798.0948320848136,2206.064828491641,1766.074903451064,348.685121424936
306,0,24.116694400087,2.041912315413356,3.0615868447348475,2704.9570661638454,62880.61,287.36288175247165,1022.6088794385162,319.23750809623334,1073.5137094623094,2.234087414314777
307,1,24.116694400087,2.041912315413356,3.0615868447348475,3195.2479326766193,63522.27,511.1220550726964,1238.0293755298264,1070.9541001628581,370.7081152184179,4.434286692820562
308,0,24.964416678994894,2.041912315413356,3.0615868447348475,1682.0628506896585,62436.16,99.95176637503585,683.9895722347956,118.28885543977248,779.8326566400547,0.0
309,0,24.116694400087,0.5247818175703287,3.0615868447348475,3833.81995189986,67647.28,504.7052184691411,1393.0110999371016,487.3998465827033,1436.4637454097087,12.240041501205079
310,0,24.116694400087,2.041912315413356,3.026320733129978,2711.9638935789494,62919.49,288.86788145921753,1024.1003972208132,320.8974718631198,1075.66842954605,2.4297134897489387
311,1,24.964416678994894,0.5247818175703287,3.026320733129978,2965.770900128558,68205.61,498.18874487205323,1128.739026879978,1038.6408276621073,300.20230071441955,0.0
312,1,24.84969688951969,1.5324844811111689,2.820327628403902,2290.4162280566325,64205.61,356.68329848088183,894.3898768540471,835.7239364399403,203.61911628176335,0.0
313,1,24.84969688951969,1.5324844811111689,2.820327628403902,2290.4162280566325,64205.61,356.68329848088183,894.3898768540471,835.7239364399403,203.61911628176335,0.0
314,1,25.653931113891304,1.5324844811111689,2.820327628403902,1415.053771143392,63841.72,201.03950384508263,577.1935605062255,566.054495463746,70.76621132833799,0.0
315,1,24.84969688951969,1.5624042246490717,2.820327628403902,2277.3014313991607,64144.5,354.0589342730899,889.8997096600641,831.7264094884822,201.61637797752408,0.0
316,1,24.84969688951969,1.5324844811111689,1.8694128589704633,2529.6354735024015,65961.16,416.8495199567399,961.2183118810703,889.9679354545315,261.39969985696735,0.20000635309238923
317,1,25.653931113891304,1.5624042246490717,1.8694128589704633,1579.568892738114,65519.5,241.05860870570797,635.9760875264471,602.0684182605221,100.46577824543692,0.0
318,2,24.282384576275945,0.9973188582807779,2.219989761710167,4190.910989408924,66669.5,300.9886365276029,1328.0661665722755,1300.2900801380752,1238.34223435763,23.223871813339933
319,3,24.282384576275945,0.9973188582807779,2.219989761710167,3596.472345908096,66986.16,512.2240324574013,454.92252010811234,1268.2148389346441,1327.7952172051685,33.31573720276992
320,2,23.80425449181348,0.9973188582807779,2.219989761710167,5194.007494708088,66994.5,450.28905378710505,1551.4370632188834,1623.7851555849584,1480.9112956128583,87.5849265042835
321,2,24.282384576275945,0.8896732833236456,2.219989761710167,4299.564203239166,67127.83,312.9745511043482,1359.9639760465031,1329.8285186959724,1271.5276518393237,25.269505553018668
322,2,24.282384576275945,0.9973188582807779,2.616516995243728,4068.9979162712752,65944.5,276.24731731599775,1293.7195519006052,1274.3540087125532,1210.970336363494,13.706701978625022
323,3,23.80425449181348,0.8896732833236456,2.616516995243728,4556.826617616802,67047.28,704.7354521840475,621.505933165975,1477.581483762389,1668.9316032498512,84.07214525453992
